og	file	ntax_header	nsites_header	n_labels	n_labels_in_metadata	n_labels_not_in_metadata	n_labels_not_in_metadata_unexpected	n_metadata_missing_from_og	status	error
OG10122	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10122.fa	350	432	350	348	2	0	4	OK	
OG10123	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10123.fa	353	441	353	351	2	0	1	OK	
OG10124	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10124.fa	350	480	350	348	2	0	4	OK	
OG10125	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10125.fa	351	468	351	349	2	0	3	OK	
OG10126	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10126.fa	350	498	350	348	2	0	4	OK	
OG10127	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10127.fa	352	435	352	350	2	0	2	OK	
OG10128	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10128.fa	351	456	351	349	2	0	3	OK	
OG10129	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10129.fa	351	846	351	349	2	0	3	OK	
OG1013	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG1013.fa	351	3843	351	349	2	0	3	OK	
OG10130	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10130.fa	354	780	354	352	2	0	0	OK	
OG10131	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10131.fa	353	675	353	351	2	0	1	OK	
OG10132	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10132.fa	352	447	352	350	2	0	2	OK	
OG10133	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10133.fa	352	528	352	350	2	0	2	OK	
OG10134	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10134.fa	352	615	352	350	2	0	2	OK	
OG10135	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10135.fa	351	486	351	349	2	0	3	OK	
OG10136	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10136.fa	352	477	352	350	2	0	2	OK	
OG10137	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10137.fa	349	444	349	347	2	0	5	OK	
OG10138	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10138.fa	354	471	354	352	2	0	0	OK	
OG10139	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10139.fa	350	456	350	348	2	0	4	OK	
OG1014	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG1014.fa	351	5349	351	349	2	0	3	OK	
OG10140	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10140.fa	351	546	351	349	2	0	3	OK	
OG10141	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10141.fa	349	420	349	347	2	0	5	OK	
OG10142	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10142.fa	352	453	352	350	2	0	2	OK	
OG10143	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10143.fa	351	432	351	349	2	0	3	OK	
OG10144	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10144.fa	352	549	352	350	2	0	2	OK	
OG10145	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10145.fa	351	423	351	349	2	0	3	OK	
OG10146	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10146.fa	349	618	349	347	2	0	5	OK	
OG10147	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10147.fa	350	414	350	348	2	0	4	OK	
OG10148	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10148.fa	300	504	300	298	2	0	54	OK	
OG10149	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10149.fa	353	435	353	351	2	0	1	OK	
OG1015	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG1015.fa	351	3852	351	349	2	0	3	OK	
OG10150	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10150.fa	351	468	351	349	2	0	3	OK	
OG10151	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10151.fa	350	459	350	348	2	0	4	OK	
OG10152	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10152.fa	352	549	352	350	2	0	2	OK	
OG10153	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10153.fa	351	450	351	349	2	0	3	OK	
OG10154	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10154.fa	354	423	354	352	2	0	0	OK	
OG10155	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10155.fa	350	417	350	348	2	0	4	OK	
OG10156	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10156.fa	350	426	350	348	2	0	4	OK	
OG10157	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10157.fa	350	486	350	348	2	0	4	OK	
OG10158	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10158.fa	350	450	350	348	2	0	4	OK	
OG10159	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10159.fa	353	459	353	351	2	0	1	OK	
OG1016	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG1016.fa	352	3894	352	350	2	0	2	OK	
OG10160	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10160.fa	351	414	351	349	2	0	3	OK	
OG10161	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10161.fa	351	483	351	349	2	0	3	OK	
OG10162	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10162.fa	351	483	351	349	2	0	3	OK	
OG10163	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10163.fa	350	420	350	348	2	0	4	OK	
OG10164	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10164.fa	350	624	350	348	2	0	4	OK	
OG10165	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10165.fa	352	486	352	350	2	0	2	OK	
OG10166	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10166.fa	351	432	351	349	2	0	3	OK	
OG10167	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10167.fa	354	450	354	352	2	0	0	OK	
OG10168	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10168.fa	349	420	349	347	2	0	5	OK	
OG10169	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10169.fa	353	447	353	351	2	0	1	OK	
OG1017	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG1017.fa	352	4404	352	350	2	0	2	OK	
OG10170	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10170.fa	350	432	350	348	2	0	4	OK	
OG10171	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10171.fa	351	423	351	349	2	0	3	OK	
OG10172	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10172.fa	350	438	350	348	2	0	4	OK	
OG10173	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10173.fa	349	594	349	347	2	0	5	OK	
OG10174	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10174.fa	352	570	352	350	2	0	2	OK	
OG10175	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10175.fa	354	780	354	352	2	0	0	OK	
OG10176	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10176.fa	353	837	353	351	2	0	1	OK	
OG10177	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10177.fa	351	516	351	349	2	0	3	OK	
OG10178	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10178.fa	353	489	353	351	2	0	1	OK	
OG10179	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10179.fa	350	504	350	348	2	0	4	OK	
OG1018	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG1018.fa	350	3648	350	348	2	0	4	OK	
OG10180	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10180.fa	353	417	353	351	2	0	1	OK	
OG10181	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10181.fa	349	450	349	347	2	0	5	OK	
OG10182	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10182.fa	352	657	352	350	2	0	2	OK	
OG10183	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10183.fa	352	432	352	350	2	0	2	OK	
OG10184	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10184.fa	354	687	354	352	2	0	0	OK	
OG10185	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10185.fa	351	477	351	349	2	0	3	OK	
OG10186	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10186.fa	351	429	351	349	2	0	3	OK	
OG10187	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10187.fa	351	423	351	349	2	0	3	OK	
OG10188	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10188.fa	354	663	354	352	2	0	0	OK	
OG10189	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10189.fa	351	489	351	349	2	0	3	OK	
OG1019	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG1019.fa	352	3606	352	350	2	0	2	OK	
OG10190	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10190.fa	351	393	351	349	2	0	3	OK	
OG10191	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10191.fa	351	441	351	349	2	0	3	OK	
OG10192	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10192.fa	351	429	351	349	2	0	3	OK	
OG10193	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10193.fa	350	453	350	348	2	0	4	OK	
OG10194	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10194.fa	351	486	351	349	2	0	3	OK	
OG10195	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10195.fa	349	417	349	347	2	0	5	OK	
OG10196	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10196.fa	351	474	351	349	2	0	3	OK	
OG10197	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10197.fa	352	441	352	350	2	0	2	OK	
OG10198	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10198.fa	352	471	352	350	2	0	2	OK	
OG10199	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10199.fa	350	402	350	348	2	0	4	OK	
OG102	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG102.fa	352	9351	352	350	2	0	2	OK	
OG1020	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG1020.fa	353	4395	353	351	2	0	1	OK	
OG10200	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10200.fa	352	597	352	350	2	0	2	OK	
OG10201	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10201.fa	351	429	351	349	2	0	3	OK	
OG10202	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10202.fa	353	810	353	351	2	0	1	OK	
OG10203	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10203.fa	349	411	349	347	2	0	5	OK	
OG10204	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10204.fa	353	441	353	351	2	0	1	OK	
OG10205	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10205.fa	354	507	354	352	2	0	0	OK	
OG10206	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10206.fa	353	594	353	351	2	0	1	OK	
OG10207	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10207.fa	352	435	352	350	2	0	2	OK	
OG10208	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10208.fa	351	426	351	349	2	0	3	OK	
OG10209	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10209.fa	351	483	351	349	2	0	3	OK	
OG1021	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG1021.fa	350	3480	350	348	2	0	4	OK	
OG10210	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10210.fa	351	432	351	349	2	0	3	OK	
OG10211	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10211.fa	352	414	352	350	2	0	2	OK	
OG10212	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10212.fa	351	414	351	349	2	0	3	OK	
OG10213	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10213.fa	350	423	350	348	2	0	4	OK	
OG10214	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10214.fa	351	1134	351	349	2	0	3	OK	
OG10215	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10215.fa	351	408	351	349	2	0	3	OK	
OG10216	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10216.fa	352	771	352	350	2	0	2	OK	
OG10217	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10217.fa	350	483	350	348	2	0	4	OK	
OG10218	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10218.fa	353	432	353	351	2	0	1	OK	
OG10219	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10219.fa	351	444	351	349	2	0	3	OK	
OG1022	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG1022.fa	351	3621	351	349	2	0	3	OK	
OG10220	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10220.fa	353	435	353	351	2	0	1	OK	
OG10221	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10221.fa	351	405	351	349	2	0	3	OK	
OG10222	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10222.fa	349	492	349	347	2	0	5	OK	
OG10223	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10223.fa	350	420	350	348	2	0	4	OK	
OG10224	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10224.fa	354	825	354	352	2	0	0	OK	
OG10225	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10225.fa	350	414	350	348	2	0	4	OK	
OG10226	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10226.fa	352	423	352	350	2	0	2	OK	
OG10227	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10227.fa	352	414	352	350	2	0	2	OK	
OG10228	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10228.fa	351	423	351	349	2	0	3	OK	
OG10229	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10229.fa	353	699	353	351	2	0	1	OK	
OG1023	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG1023.fa	352	3765	352	350	2	0	2	OK	
OG10230	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10230.fa	352	477	352	350	2	0	2	OK	
OG10231	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10231.fa	350	579	350	348	2	0	4	OK	
OG10232	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10232.fa	349	411	349	347	2	0	5	OK	
OG10233	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10233.fa	352	423	352	350	2	0	2	OK	
OG10234	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10234.fa	350	441	350	348	2	0	4	OK	
OG10235	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10235.fa	352	528	352	350	2	0	2	OK	
OG10236	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10236.fa	351	636	351	349	2	0	3	OK	
OG10237	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10237.fa	351	405	351	349	2	0	3	OK	
OG10238	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10238.fa	352	414	352	350	2	0	2	OK	
OG10239	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/data/000_input_data/phy/OG10239.fa	348	780	348	346	2	0	6	OK	
